sentence0	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10	sentence11	sentence12	sentence13	sentence14	sentence15	sentence16	sentence17	sentence18	sentence19	sentence20	sentence21	sentence22	sentence23	sentence24	sentence25	sentence26	sentence27	sentence28	sentence29	answer0	answer1	answer2	answer3	answer4	answer5	answer6	answer7	answer8	answer9	answer10	answer11	answer12	answer13	answer14	answer15	answer16	answer17	answer18	answer19	answer20	answer21	answer22	answer23	answer24	answer25	answer26	answer27	answer28	answer29	cost	difficulty
Has ||| Jones ||| , ||| a ||| US ||| Congressman ||| , ||| visited ||| Iraq ||| after ||| the war ||| ended ||| ?	Jobs ||| disses ||| Zune ||| , ||| EB ||| Games ||| opens ||| pre-orders ||| .	My ||| cabbage ||| crop ||| is ||| infected ||| with ||| wilt ||| .	Mellitus ||| was ||| the ||| first ||| Bishop ||| of ||| London ||| .	Laptop ||| battery ||| recall ||| saga ||| : ||| Sony ||| joins ||| in ||| .	Do ||| n't ||| use ||| the ||| cattle ||| prod ||| on ||| the giraffe ||| !	How ||| old ||| is ||| your ||| cousin ||| ?	Put ||| the ||| tire ||| pallet ||| on ||| the ||| truck ||| .	Which ||| blouse ||| do ||| you ||| like ||| ?	My ||| dog ||| needed ||| surgery ||| after ||| eating a rupee coin ||| .	Two ||| metro ||| trains ||| crash ||| in ||| Rome ||| , ||| dozens ||| hurt ||| .	'T ||| was ||| a ||| dark ||| and ||| stormy ||| night ||| .	I ||| was ||| lax ||| about ||| bramble pruning ||| before ||| that ||| wake up ||| call ||| .	Stanford ||| is ||| located ||| in ||| California ||| .	A ||| third ||| of ||| the ||| money ||| is ||| mine ||| .	I ||| saw ||| her ||| while ||| she ||| was chewing gum ||| .	The ||| dog ||| bit ||| the ||| cat ||| .	I ||| got ||| a ||| premium ||| membership ||| from ||| 24 ||| Hour ||| Fitness ||| .	He ||| has ||| fallen ||| in ||| love ||| with ||| milk ||| arrowroot ||| biscuits ||| .	Has ||| the ||| concentration ||| of ||| toxic agents ||| in marine burials of chemical weapons ||| increased ||| prior ||| to ||| 1999 ||| ?	UN ||| peacekeepers ||| have ||| been ||| ineffective ||| in ||| Sudan ||| .	Al ||| Qaeda ||| texts ||| to ||| be ||| published ||| in US book	Does ||| homeowners ||| insurance ||| cover ||| tornadoes ||| ?	Get ||| me ||| the ||| book ||| on ||| the coffee table ||| .	Hey ||| , ||| dog ||| , ||| eat ||| your ||| bananas ||| .	Why ||| did ||| n't ||| you ||| take ||| Australia-Asia ||| Airline ||| ?	Supporters ||| of ||| former ||| President ||| Jean-Bertand ||| Aristide ||| in ||| the ||| pro-Aristide ||| slum ||| of ||| Bel-Air ||| in ||| Port-au-Prince	US ||| stock ||| futures ||| edge ||| higher ||| ; ||| earnings ||| in ||| focus ||| .	Nitric ||| oxide ||| activates ||| PKC ||| and ||| inhibits ||| Na+-K+-ATPase ||| in ||| opossum ||| kidney ||| cells ||| .	Another ||| boss ||| bites ||| dust ||| in ||| options ||| scandal ||| .																																	0.01	2
Has ||| Jones ||| , ||| a ||| US ||| Congressman ||| , ||| visited ||| Iraq ||| after ||| the war ||| ended ||| ?	Jobs ||| disses ||| Zune ||| , ||| EB ||| Games ||| opens ||| pre-orders ||| .	My ||| cabbage ||| crop ||| is ||| infected ||| with ||| wilt ||| .	Mellitus ||| was ||| the ||| first ||| Bishop ||| of ||| London ||| .	Laptop ||| battery ||| recall ||| saga ||| : ||| Sony ||| joins ||| in ||| .	Do ||| n't ||| use ||| the ||| cattle ||| prod ||| on ||| the giraffe ||| !	How ||| old ||| is ||| your ||| cousin ||| ?	Put ||| the ||| tire ||| pallet ||| on ||| the ||| truck ||| .	Which ||| blouse ||| do ||| you ||| like ||| ?	My ||| dog ||| needed ||| surgery ||| after ||| eating a rupee coin ||| .	Two ||| metro ||| trains ||| crash ||| in ||| Rome ||| , ||| dozens ||| hurt ||| .	'T ||| was ||| a ||| dark ||| and ||| stormy ||| night ||| .	I ||| was ||| lax ||| about ||| bramble pruning ||| before ||| that ||| wake up ||| call ||| .	Stanford ||| is ||| located ||| in ||| California ||| .	A ||| third ||| of ||| the ||| money ||| is ||| mine ||| .	I ||| saw ||| her ||| while ||| she ||| was chewing gum ||| .	The ||| dog ||| bit ||| the ||| cat ||| .	I ||| got ||| a ||| premium ||| membership ||| from ||| 24 ||| Hour ||| Fitness ||| .	He ||| has ||| fallen ||| in ||| love ||| with ||| milk ||| arrowroot ||| biscuits ||| .	Has ||| the ||| concentration ||| of ||| toxic agents ||| in marine burials of chemical weapons ||| increased ||| prior ||| to ||| 1999 ||| ?	UN ||| peacekeepers ||| have ||| been ||| ineffective ||| in ||| Sudan ||| .	Al ||| Qaeda ||| texts ||| to ||| be ||| published ||| in US book	Does ||| homeowners ||| insurance ||| cover ||| tornadoes ||| ?	Get ||| me ||| the ||| book ||| on ||| the coffee table ||| .	Hey ||| , ||| dog ||| , ||| eat ||| your ||| bananas ||| .	Why ||| did ||| n't ||| you ||| take ||| Australia-Asia ||| Airline ||| ?	Supporters ||| of ||| former ||| President ||| Jean-Bertand ||| Aristide ||| in ||| the ||| pro-Aristide ||| slum ||| of ||| Bel-Air ||| in ||| Port-au-Prince	US ||| stock ||| futures ||| edge ||| higher ||| ; ||| earnings ||| in ||| focus ||| .	Nitric ||| oxide ||| activates ||| PKC ||| and ||| inhibits ||| Na+-K+-ATPase ||| in ||| opossum ||| kidney ||| cells ||| .	Another ||| boss ||| bites ||| dust ||| in ||| options ||| scandal ||| .																																	0.01	2
Has ||| Jones ||| , ||| a ||| US ||| Congressman ||| , ||| visited ||| Iraq ||| after ||| the war ||| ended ||| ?	Jobs ||| disses ||| Zune ||| , ||| EB ||| Games ||| opens ||| pre-orders ||| .	My ||| cabbage ||| crop ||| is ||| infected ||| with ||| wilt ||| .	Mellitus ||| was ||| the ||| first ||| Bishop ||| of ||| London ||| .	Laptop ||| battery ||| recall ||| saga ||| : ||| Sony ||| joins ||| in ||| .	Do ||| n't ||| use ||| the ||| cattle ||| prod ||| on ||| the giraffe ||| !	How ||| old ||| is ||| your ||| cousin ||| ?	Put ||| the ||| tire ||| pallet ||| on ||| the ||| truck ||| .	Which ||| blouse ||| do ||| you ||| like ||| ?	My ||| dog ||| needed ||| surgery ||| after ||| eating a rupee coin ||| .	Two ||| metro ||| trains ||| crash ||| in ||| Rome ||| , ||| dozens ||| hurt ||| .	'T ||| was ||| a ||| dark ||| and ||| stormy ||| night ||| .	I ||| was ||| lax ||| about ||| bramble pruning ||| before ||| that ||| wake up ||| call ||| .	Stanford ||| is ||| located ||| in ||| California ||| .	A ||| third ||| of ||| the ||| money ||| is ||| mine ||| .	I ||| saw ||| her ||| while ||| she ||| was chewing gum ||| .	The ||| dog ||| bit ||| the ||| cat ||| .	I ||| got ||| a ||| premium ||| membership ||| from ||| 24 ||| Hour ||| Fitness ||| .	He ||| has ||| fallen ||| in ||| love ||| with ||| milk ||| arrowroot ||| biscuits ||| .	Has ||| the ||| concentration ||| of ||| toxic agents ||| in marine burials of chemical weapons ||| increased ||| prior ||| to ||| 1999 ||| ?	UN ||| peacekeepers ||| have ||| been ||| ineffective ||| in ||| Sudan ||| .	Al ||| Qaeda ||| texts ||| to ||| be ||| published ||| in US book	Does ||| homeowners ||| insurance ||| cover ||| tornadoes ||| ?	Get ||| me ||| the ||| book ||| on ||| the coffee table ||| .	Hey ||| , ||| dog ||| , ||| eat ||| your ||| bananas ||| .	Why ||| did ||| n't ||| you ||| take ||| Australia-Asia ||| Airline ||| ?	Supporters ||| of ||| former ||| President ||| Jean-Bertand ||| Aristide ||| in ||| the ||| pro-Aristide ||| slum ||| of ||| Bel-Air ||| in ||| Port-au-Prince	US ||| stock ||| futures ||| edge ||| higher ||| ; ||| earnings ||| in ||| focus ||| .	Nitric ||| oxide ||| activates ||| PKC ||| and ||| inhibits ||| Na+-K+-ATPase ||| in ||| opossum ||| kidney ||| cells ||| .	Another ||| boss ||| bites ||| dust ||| in ||| options ||| scandal ||| .																																	0.01	2
Has ||| Jones ||| , ||| a ||| US ||| Congressman ||| , ||| visited ||| Iraq ||| after ||| the war ||| ended ||| ?	Jobs ||| disses ||| Zune ||| , ||| EB ||| Games ||| opens ||| pre-orders ||| .	My ||| cabbage ||| crop ||| is ||| infected ||| with ||| wilt ||| .	Mellitus ||| was ||| the ||| first ||| Bishop ||| of ||| London ||| .	Laptop ||| battery ||| recall ||| saga ||| : ||| Sony ||| joins ||| in ||| .	Do ||| n't ||| use ||| the ||| cattle ||| prod ||| on ||| the giraffe ||| !	How ||| old ||| is ||| your ||| cousin ||| ?	Put ||| the ||| tire ||| pallet ||| on ||| the ||| truck ||| .	Which ||| blouse ||| do ||| you ||| like ||| ?	My ||| dog ||| needed ||| surgery ||| after ||| eating a rupee coin ||| .	Two ||| metro ||| trains ||| crash ||| in ||| Rome ||| , ||| dozens ||| hurt ||| .	'T ||| was ||| a ||| dark ||| and ||| stormy ||| night ||| .	I ||| was ||| lax ||| about ||| bramble pruning ||| before ||| that ||| wake up ||| call ||| .	Stanford ||| is ||| located ||| in ||| California ||| .	A ||| third ||| of ||| the ||| money ||| is ||| mine ||| .	I ||| saw ||| her ||| while ||| she ||| was chewing gum ||| .	The ||| dog ||| bit ||| the ||| cat ||| .	I ||| got ||| a ||| premium ||| membership ||| from ||| 24 ||| Hour ||| Fitness ||| .	He ||| has ||| fallen ||| in ||| love ||| with ||| milk ||| arrowroot ||| biscuits ||| .	Has ||| the ||| concentration ||| of ||| toxic agents ||| in marine burials of chemical weapons ||| increased ||| prior ||| to ||| 1999 ||| ?	UN ||| peacekeepers ||| have ||| been ||| ineffective ||| in ||| Sudan ||| .	Al ||| Qaeda ||| texts ||| to ||| be ||| published ||| in US book	Does ||| homeowners ||| insurance ||| cover ||| tornadoes ||| ?	Get ||| me ||| the ||| book ||| on ||| the coffee table ||| .	Hey ||| , ||| dog ||| , ||| eat ||| your ||| bananas ||| .	Why ||| did ||| n't ||| you ||| take ||| Australia-Asia ||| Airline ||| ?	Supporters ||| of ||| former ||| President ||| Jean-Bertand ||| Aristide ||| in ||| the ||| pro-Aristide ||| slum ||| of ||| Bel-Air ||| in ||| Port-au-Prince	US ||| stock ||| futures ||| edge ||| higher ||| ; ||| earnings ||| in ||| focus ||| .	Nitric ||| oxide ||| activates ||| PKC ||| and ||| inhibits ||| Na+-K+-ATPase ||| in ||| opossum ||| kidney ||| cells ||| .	Another ||| boss ||| bites ||| dust ||| in ||| options ||| scandal ||| .																																	0.01	2
Has ||| Jones ||| , ||| a ||| US ||| Congressman ||| , ||| visited ||| Iraq ||| after ||| the war ||| ended ||| ?	Jobs ||| disses ||| Zune ||| , ||| EB ||| Games ||| opens ||| pre-orders ||| .	My ||| cabbage ||| crop ||| is ||| infected ||| with ||| wilt ||| .	Mellitus ||| was ||| the ||| first ||| Bishop ||| of ||| London ||| .	Laptop ||| battery ||| recall ||| saga ||| : ||| Sony ||| joins ||| in ||| .	Do ||| n't ||| use ||| the ||| cattle ||| prod ||| on ||| the giraffe ||| !	How ||| old ||| is ||| your ||| cousin ||| ?	Put ||| the ||| tire ||| pallet ||| on ||| the ||| truck ||| .	Which ||| blouse ||| do ||| you ||| like ||| ?	My ||| dog ||| needed ||| surgery ||| after ||| eating a rupee coin ||| .	Two ||| metro ||| trains ||| crash ||| in ||| Rome ||| , ||| dozens ||| hurt ||| .	'T ||| was ||| a ||| dark ||| and ||| stormy ||| night ||| .	I ||| was ||| lax ||| about ||| bramble pruning ||| before ||| that ||| wake up ||| call ||| .	Stanford ||| is ||| located ||| in ||| California ||| .	A ||| third ||| of ||| the ||| money ||| is ||| mine ||| .	I ||| saw ||| her ||| while ||| she ||| was chewing gum ||| .	The ||| dog ||| bit ||| the ||| cat ||| .	I ||| got ||| a ||| premium ||| membership ||| from ||| 24 ||| Hour ||| Fitness ||| .	He ||| has ||| fallen ||| in ||| love ||| with ||| milk ||| arrowroot ||| biscuits ||| .	Has ||| the ||| concentration ||| of ||| toxic agents ||| in marine burials of chemical weapons ||| increased ||| prior ||| to ||| 1999 ||| ?	UN ||| peacekeepers ||| have ||| been ||| ineffective ||| in ||| Sudan ||| .	Al ||| Qaeda ||| texts ||| to ||| be ||| published ||| in US book	Does ||| homeowners ||| insurance ||| cover ||| tornadoes ||| ?	Get ||| me ||| the ||| book ||| on ||| the coffee table ||| .	Hey ||| , ||| dog ||| , ||| eat ||| your ||| bananas ||| .	Why ||| did ||| n't ||| you ||| take ||| Australia-Asia ||| Airline ||| ?	Supporters ||| of ||| former ||| President ||| Jean-Bertand ||| Aristide ||| in ||| the ||| pro-Aristide ||| slum ||| of ||| Bel-Air ||| in ||| Port-au-Prince	US ||| stock ||| futures ||| edge ||| higher ||| ; ||| earnings ||| in ||| focus ||| .	Nitric ||| oxide ||| activates ||| PKC ||| and ||| inhibits ||| Na+-K+-ATPase ||| in ||| opossum ||| kidney ||| cells ||| .	Another ||| boss ||| bites ||| dust ||| in ||| options ||| scandal ||| .																																	0.01	2
Has ||| Jones ||| , ||| a ||| US ||| Congressman ||| , ||| visited ||| Iraq ||| after ||| the war ||| ended ||| ?	Jobs ||| disses ||| Zune ||| , ||| EB ||| Games ||| opens ||| pre-orders ||| .	My ||| cabbage ||| crop ||| is ||| infected ||| with ||| wilt ||| .	Mellitus ||| was ||| the ||| first ||| Bishop ||| of ||| London ||| .	Laptop ||| battery ||| recall ||| saga ||| : ||| Sony ||| joins ||| in ||| .	Do ||| n't ||| use ||| the ||| cattle ||| prod ||| on ||| the giraffe ||| !	How ||| old ||| is ||| your ||| cousin ||| ?	Put ||| the ||| tire ||| pallet ||| on ||| the ||| truck ||| .	Which ||| blouse ||| do ||| you ||| like ||| ?	My ||| dog ||| needed ||| surgery ||| after ||| eating a rupee coin ||| .	Two ||| metro ||| trains ||| crash ||| in ||| Rome ||| , ||| dozens ||| hurt ||| .	'T ||| was ||| a ||| dark ||| and ||| stormy ||| night ||| .	I ||| was ||| lax ||| about ||| bramble pruning ||| before ||| that ||| wake up ||| call ||| .	Stanford ||| is ||| located ||| in ||| California ||| .	A ||| third ||| of ||| the ||| money ||| is ||| mine ||| .	I ||| saw ||| her ||| while ||| she ||| was chewing gum ||| .	The ||| dog ||| bit ||| the ||| cat ||| .	I ||| got ||| a ||| premium ||| membership ||| from ||| 24 ||| Hour ||| Fitness ||| .	He ||| has ||| fallen ||| in ||| love ||| with ||| milk ||| arrowroot ||| biscuits ||| .	Has ||| the ||| concentration ||| of ||| toxic agents ||| in marine burials of chemical weapons ||| increased ||| prior ||| to ||| 1999 ||| ?	UN ||| peacekeepers ||| have ||| been ||| ineffective ||| in ||| Sudan ||| .	Al ||| Qaeda ||| texts ||| to ||| be ||| published ||| in US book	Does ||| homeowners ||| insurance ||| cover ||| tornadoes ||| ?	Get ||| me ||| the ||| book ||| on ||| the coffee table ||| .	Hey ||| , ||| dog ||| , ||| eat ||| your ||| bananas ||| .	Why ||| did ||| n't ||| you ||| take ||| Australia-Asia ||| Airline ||| ?	Supporters ||| of ||| former ||| President ||| Jean-Bertand ||| Aristide ||| in ||| the ||| pro-Aristide ||| slum ||| of ||| Bel-Air ||| in ||| Port-au-Prince	US ||| stock ||| futures ||| edge ||| higher ||| ; ||| earnings ||| in ||| focus ||| .	Nitric ||| oxide ||| activates ||| PKC ||| and ||| inhibits ||| Na+-K+-ATPase ||| in ||| opossum ||| kidney ||| cells ||| .	Another ||| boss ||| bites ||| dust ||| in ||| options ||| scandal ||| .																																	0.01	2
Has ||| Jones ||| , ||| a ||| US ||| Congressman ||| , ||| visited ||| Iraq ||| after ||| the war ||| ended ||| ?	Jobs ||| disses ||| Zune ||| , ||| EB ||| Games ||| opens ||| pre-orders ||| .	My ||| cabbage ||| crop ||| is ||| infected ||| with ||| wilt ||| .	Mellitus ||| was ||| the ||| first ||| Bishop ||| of ||| London ||| .	Laptop ||| battery ||| recall ||| saga ||| : ||| Sony ||| joins ||| in ||| .	Do ||| n't ||| use ||| the ||| cattle ||| prod ||| on ||| the giraffe ||| !	How ||| old ||| is ||| your ||| cousin ||| ?	Put ||| the ||| tire ||| pallet ||| on ||| the ||| truck ||| .	Which ||| blouse ||| do ||| you ||| like ||| ?	My ||| dog ||| needed ||| surgery ||| after ||| eating a rupee coin ||| .	Two ||| metro ||| trains ||| crash ||| in ||| Rome ||| , ||| dozens ||| hurt ||| .	'T ||| was ||| a ||| dark ||| and ||| stormy ||| night ||| .	I ||| was ||| lax ||| about ||| bramble pruning ||| before ||| that ||| wake up ||| call ||| .	Stanford ||| is ||| located ||| in ||| California ||| .	A ||| third ||| of ||| the ||| money ||| is ||| mine ||| .	I ||| saw ||| her ||| while ||| she ||| was chewing gum ||| .	The ||| dog ||| bit ||| the ||| cat ||| .	I ||| got ||| a ||| premium ||| membership ||| from ||| 24 ||| Hour ||| Fitness ||| .	He ||| has ||| fallen ||| in ||| love ||| with ||| milk ||| arrowroot ||| biscuits ||| .	Has ||| the ||| concentration ||| of ||| toxic agents ||| in marine burials of chemical weapons ||| increased ||| prior ||| to ||| 1999 ||| ?	UN ||| peacekeepers ||| have ||| been ||| ineffective ||| in ||| Sudan ||| .	Al ||| Qaeda ||| texts ||| to ||| be ||| published ||| in US book	Does ||| homeowners ||| insurance ||| cover ||| tornadoes ||| ?	Get ||| me ||| the ||| book ||| on ||| the coffee table ||| .	Hey ||| , ||| dog ||| , ||| eat ||| your ||| bananas ||| .	Why ||| did ||| n't ||| you ||| take ||| Australia-Asia ||| Airline ||| ?	Supporters ||| of ||| former ||| President ||| Jean-Bertand ||| Aristide ||| in ||| the ||| pro-Aristide ||| slum ||| of ||| Bel-Air ||| in ||| Port-au-Prince	US ||| stock ||| futures ||| edge ||| higher ||| ; ||| earnings ||| in ||| focus ||| .	Nitric ||| oxide ||| activates ||| PKC ||| and ||| inhibits ||| Na+-K+-ATPase ||| in ||| opossum ||| kidney ||| cells ||| .	Another ||| boss ||| bites ||| dust ||| in ||| options ||| scandal ||| .																																	0.03	2
Has ||| Jones ||| , ||| a ||| US ||| Congressman ||| , ||| visited ||| Iraq ||| after ||| the war ||| ended ||| ?	Jobs ||| disses ||| Zune ||| , ||| EB ||| Games ||| opens ||| pre-orders ||| .	My ||| cabbage ||| crop ||| is ||| infected ||| with ||| wilt ||| .	Mellitus ||| was ||| the ||| first ||| Bishop ||| of ||| London ||| .	Laptop ||| battery ||| recall ||| saga ||| : ||| Sony ||| joins ||| in ||| .	Do ||| n't ||| use ||| the ||| cattle ||| prod ||| on ||| the giraffe ||| !	How ||| old ||| is ||| your ||| cousin ||| ?	Put ||| the ||| tire ||| pallet ||| on ||| the ||| truck ||| .	Which ||| blouse ||| do ||| you ||| like ||| ?	My ||| dog ||| needed ||| surgery ||| after ||| eating a rupee coin ||| .	Two ||| metro ||| trains ||| crash ||| in ||| Rome ||| , ||| dozens ||| hurt ||| .	'T ||| was ||| a ||| dark ||| and ||| stormy ||| night ||| .	I ||| was ||| lax ||| about ||| bramble pruning ||| before ||| that ||| wake up ||| call ||| .	Stanford ||| is ||| located ||| in ||| California ||| .	A ||| third ||| of ||| the ||| money ||| is ||| mine ||| .	I ||| saw ||| her ||| while ||| she ||| was chewing gum ||| .	The ||| dog ||| bit ||| the ||| cat ||| .	I ||| got ||| a ||| premium ||| membership ||| from ||| 24 ||| Hour ||| Fitness ||| .	He ||| has ||| fallen ||| in ||| love ||| with ||| milk ||| arrowroot ||| biscuits ||| .	Has ||| the ||| concentration ||| of ||| toxic agents ||| in marine burials of chemical weapons ||| increased ||| prior ||| to ||| 1999 ||| ?	UN ||| peacekeepers ||| have ||| been ||| ineffective ||| in ||| Sudan ||| .	Al ||| Qaeda ||| texts ||| to ||| be ||| published ||| in US book	Does ||| homeowners ||| insurance ||| cover ||| tornadoes ||| ?	Get ||| me ||| the ||| book ||| on ||| the coffee table ||| .	Hey ||| , ||| dog ||| , ||| eat ||| your ||| bananas ||| .	Why ||| did ||| n't ||| you ||| take ||| Australia-Asia ||| Airline ||| ?	Supporters ||| of ||| former ||| President ||| Jean-Bertand ||| Aristide ||| in ||| the ||| pro-Aristide ||| slum ||| of ||| Bel-Air ||| in ||| Port-au-Prince	US ||| stock ||| futures ||| edge ||| higher ||| ; ||| earnings ||| in ||| focus ||| .	Nitric ||| oxide ||| activates ||| PKC ||| and ||| inhibits ||| Na+-K+-ATPase ||| in ||| opossum ||| kidney ||| cells ||| .	Another ||| boss ||| bites ||| dust ||| in ||| options ||| scandal ||| .																																	0.03	2
Has ||| Jones ||| , ||| a ||| US ||| Congressman ||| , ||| visited ||| Iraq ||| after ||| the war ||| ended ||| ?	Jobs ||| disses ||| Zune ||| , ||| EB ||| Games ||| opens ||| pre-orders ||| .	My ||| cabbage ||| crop ||| is ||| infected ||| with ||| wilt ||| .	Mellitus ||| was ||| the ||| first ||| Bishop ||| of ||| London ||| .	Laptop ||| battery ||| recall ||| saga ||| : ||| Sony ||| joins ||| in ||| .	Do ||| n't ||| use ||| the ||| cattle ||| prod ||| on ||| the giraffe ||| !	How ||| old ||| is ||| your ||| cousin ||| ?	Put ||| the ||| tire ||| pallet ||| on ||| the ||| truck ||| .	Which ||| blouse ||| do ||| you ||| like ||| ?	My ||| dog ||| needed ||| surgery ||| after ||| eating a rupee coin ||| .	Two ||| metro ||| trains ||| crash ||| in ||| Rome ||| , ||| dozens ||| hurt ||| .	'T ||| was ||| a ||| dark ||| and ||| stormy ||| night ||| .	I ||| was ||| lax ||| about ||| bramble pruning ||| before ||| that ||| wake up ||| call ||| .	Stanford ||| is ||| located ||| in ||| California ||| .	A ||| third ||| of ||| the ||| money ||| is ||| mine ||| .	I ||| saw ||| her ||| while ||| she ||| was chewing gum ||| .	The ||| dog ||| bit ||| the ||| cat ||| .	I ||| got ||| a ||| premium ||| membership ||| from ||| 24 ||| Hour ||| Fitness ||| .	He ||| has ||| fallen ||| in ||| love ||| with ||| milk ||| arrowroot ||| biscuits ||| .	Has ||| the ||| concentration ||| of ||| toxic agents ||| in marine burials of chemical weapons ||| increased ||| prior ||| to ||| 1999 ||| ?	UN ||| peacekeepers ||| have ||| been ||| ineffective ||| in ||| Sudan ||| .	Al ||| Qaeda ||| texts ||| to ||| be ||| published ||| in US book	Does ||| homeowners ||| insurance ||| cover ||| tornadoes ||| ?	Get ||| me ||| the ||| book ||| on ||| the coffee table ||| .	Hey ||| , ||| dog ||| , ||| eat ||| your ||| bananas ||| .	Why ||| did ||| n't ||| you ||| take ||| Australia-Asia ||| Airline ||| ?	Supporters ||| of ||| former ||| President ||| Jean-Bertand ||| Aristide ||| in ||| the ||| pro-Aristide ||| slum ||| of ||| Bel-Air ||| in ||| Port-au-Prince	US ||| stock ||| futures ||| edge ||| higher ||| ; ||| earnings ||| in ||| focus ||| .	Nitric ||| oxide ||| activates ||| PKC ||| and ||| inhibits ||| Na+-K+-ATPase ||| in ||| opossum ||| kidney ||| cells ||| .	Another ||| boss ||| bites ||| dust ||| in ||| options ||| scandal ||| .																																	0.03	2
Has ||| Jones ||| , ||| a ||| US ||| Congressman ||| , ||| visited ||| Iraq ||| after ||| the war ||| ended ||| ?	Jobs ||| disses ||| Zune ||| , ||| EB ||| Games ||| opens ||| pre-orders ||| .	My ||| cabbage ||| crop ||| is ||| infected ||| with ||| wilt ||| .	Mellitus ||| was ||| the ||| first ||| Bishop ||| of ||| London ||| .	Laptop ||| battery ||| recall ||| saga ||| : ||| Sony ||| joins ||| in ||| .	Do ||| n't ||| use ||| the ||| cattle ||| prod ||| on ||| the giraffe ||| !	How ||| old ||| is ||| your ||| cousin ||| ?	Put ||| the ||| tire ||| pallet ||| on ||| the ||| truck ||| .	Which ||| blouse ||| do ||| you ||| like ||| ?	My ||| dog ||| needed ||| surgery ||| after ||| eating a rupee coin ||| .	Two ||| metro ||| trains ||| crash ||| in ||| Rome ||| , ||| dozens ||| hurt ||| .	'T ||| was ||| a ||| dark ||| and ||| stormy ||| night ||| .	I ||| was ||| lax ||| about ||| bramble pruning ||| before ||| that ||| wake up ||| call ||| .	Stanford ||| is ||| located ||| in ||| California ||| .	A ||| third ||| of ||| the ||| money ||| is ||| mine ||| .	I ||| saw ||| her ||| while ||| she ||| was chewing gum ||| .	The ||| dog ||| bit ||| the ||| cat ||| .	I ||| got ||| a ||| premium ||| membership ||| from ||| 24 ||| Hour ||| Fitness ||| .	He ||| has ||| fallen ||| in ||| love ||| with ||| milk ||| arrowroot ||| biscuits ||| .	Has ||| the ||| concentration ||| of ||| toxic agents ||| in marine burials of chemical weapons ||| increased ||| prior ||| to ||| 1999 ||| ?	UN ||| peacekeepers ||| have ||| been ||| ineffective ||| in ||| Sudan ||| .	Al ||| Qaeda ||| texts ||| to ||| be ||| published ||| in US book	Does ||| homeowners ||| insurance ||| cover ||| tornadoes ||| ?	Get ||| me ||| the ||| book ||| on ||| the coffee table ||| .	Hey ||| , ||| dog ||| , ||| eat ||| your ||| bananas ||| .	Why ||| did ||| n't ||| you ||| take ||| Australia-Asia ||| Airline ||| ?	Supporters ||| of ||| former ||| President ||| Jean-Bertand ||| Aristide ||| in ||| the ||| pro-Aristide ||| slum ||| of ||| Bel-Air ||| in ||| Port-au-Prince	US ||| stock ||| futures ||| edge ||| higher ||| ; ||| earnings ||| in ||| focus ||| .	Nitric ||| oxide ||| activates ||| PKC ||| and ||| inhibits ||| Na+-K+-ATPase ||| in ||| opossum ||| kidney ||| cells ||| .	Another ||| boss ||| bites ||| dust ||| in ||| options ||| scandal ||| .																																	0.03	2
